client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977070.mp3	Sunt bine informată cu privire la acest lucru.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977071.mp3	Vom putea respecta acest termen, dle comisar?	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977072.mp3	Dar cât va mai dura această situaţie?	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977073.mp3	Cu siguranţă, nu este prea târziu.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977074.mp3	Cum ar trebui să revitalizăm proiectul european?	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977075.mp3	A confirmat că a fost torturat.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977076.mp3	Tarife decente sunt oferite pentru revelion la mai multe pensiuni din țară.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977077.mp3	Nu pentru îndrumătoarea de an, ci pentru prietena lui.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977078.mp3	Italia este acum o oală sub presiune.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977084.mp3	Este un lucru firesc şi binevenit.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977086.mp3	Maria Berci a avut o copilărie nefericită.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977087.mp3	Aceştia sunt în număr destul de mare.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977089.mp3	Cu toate acestea, suntem constant amăgiți cu vorbe.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977090.mp3	Asta aţi afirmat în urmă cu câteva momente.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977099.mp3	Aş dori să repet acest lucru aici.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977100.mp3	Suntem în contact permanent cu partea egipteană.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977101.mp3	Acționarul majoritar al companiei este Ministerul Economiei.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977102.mp3	De fapt, acest lucru ne-a epuizat.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977103.mp3	Există un calendar specific pentru aceasta?	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977104.mp3	Această atitudine nu poate fi tolerată.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977105.mp3	Zece înţelepţi nu pot să descurce ceea ce un nebun a încurcat.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977106.mp3	S-a vorbit foarte mult despre energia regenerabilă.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977107.mp3	Am spus suficiente lucruri despre piaţa financiară.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977108.mp3	Toată lumea credea că Bergodi face în continuare performanță.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977119.mp3	Nu poti sa mi-o arunci asa.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977120.mp3	Europa trebuie să continue să se armonizeze.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977121.mp3	Iniţial ni s-a spus că ar fi opţionale.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977122.mp3	Ce este iniţiativa cetăţenilor europeni, în esenţă?	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977123.mp3	Am votat în favoarea acestei propuneri de rezoluție.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977139.mp3	Trebuie să rezolvăm priorități urgente în acest sens.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977140.mp3	Ar trebui să fie "minimiinkomst ”.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977141.mp3	Avem o serie de probleme comune.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977142.mp3	Trebuie să ne ocupăm de această problemă.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34977143.mp3	Dar le voi spune ce mănâncă.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978582.mp3	Autoritățile locale așteaptă precizări de la nivel central.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978583.mp3	Oamenii au ajuns să le accepte.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978584.mp3	Integrarea europeană a început cu comerţul liber.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978585.mp3	După cum am spus, speranța de viață crește.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978586.mp3	Personal, eu recunosc şi nevoia pentru acest lucru.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978594.mp3	Cu alte cuvinte, resursele sunt importante.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978595.mp3	Nu știm care sunt procentajele de cofinanțare.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978596.mp3	Comisia, la rândul său, susţine contrariul.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978597.mp3	Nu există suficientă pâine și gem pentru toate.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978598.mp3	Ce procent din voturi aţi primi?	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978600.mp3	Am o întrebare foarte concretă pentru ambii.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978601.mp3	Acesta a jucat un rol util, chiar esenţial.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978602.mp3	Permiteţi-mi să abordez mai întâi nanotehnologia.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978603.mp3	Există multe întrebări legate de acest aspect.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978609.mp3	Revocați legea și introduceți una nouă, mai bună.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978610.mp3	Există o problemă legată de vize.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978611.mp3	Acesta nu este un plan de redresare.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978612.mp3	Toţi suntem diferiţi, toţi suntem egali.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34978613.mp3	În orice caz, la vot, europarlamentarii socialiști nu au respectat cerința liderilor.	0	0	twenties	male	Bucharest	ro	
913b8ec259a0d867cd3909af081be5eb03bbce6875fd5aa81e2befe31ed96e3a021e6faade2b9dc418ffa94dff8f0e7821737591d00daaae28b84aa4e2cdc12c	common_voice_ro_34983601.mp3	Astăzi aţi servit atât de bine cauzei europene!	0	0	thirties	male		ro	
913b8ec259a0d867cd3909af081be5eb03bbce6875fd5aa81e2befe31ed96e3a021e6faade2b9dc418ffa94dff8f0e7821737591d00daaae28b84aa4e2cdc12c	common_voice_ro_34983602.mp3	Desigur, sunt de acord cu această idee.	0	0	thirties	male		ro	
913b8ec259a0d867cd3909af081be5eb03bbce6875fd5aa81e2befe31ed96e3a021e6faade2b9dc418ffa94dff8f0e7821737591d00daaae28b84aa4e2cdc12c	common_voice_ro_34983603.mp3	Un astfel de răsfăț trebuie să se sfârșească.	0	0	thirties	male		ro	
913b8ec259a0d867cd3909af081be5eb03bbce6875fd5aa81e2befe31ed96e3a021e6faade2b9dc418ffa94dff8f0e7821737591d00daaae28b84aa4e2cdc12c	common_voice_ro_34983604.mp3	Votez împotriva acestui regres social de nedescris.	0	0	thirties	male		ro	
913b8ec259a0d867cd3909af081be5eb03bbce6875fd5aa81e2befe31ed96e3a021e6faade2b9dc418ffa94dff8f0e7821737591d00daaae28b84aa4e2cdc12c	common_voice_ro_34983605.mp3	Aproape integral partidele politice de guvernământ.	0	0	thirties	male		ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986978.mp3	Așezarea pasagerilor față în față nu este o soluție ideală.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986979.mp3	Consecințele testelor trebuie să fie foarte clare.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986980.mp3	Prin urmare, am votat în favoarea acestui raport.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986981.mp3	Consider că această promisiune nu este respectată.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986982.mp3	Nu poate exista impunitate pentru astfel de crime.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986983.mp3	Un tânăr student a fost ucis.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986984.mp3	Totuşi, un tratat nu este suficient.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986985.mp3	Nu a fost doar o corecţie de statistică.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986986.mp3	Doresc să propun un amendament oral.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34986987.mp3	Experiența vine însă jucând și acumulând.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987063.mp3	Mulţumesc pentru informaţiile şi răspunsul dat.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987064.mp3	Ne implicăm în regiunea arctică la numeroase nivele.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987065.mp3	Dnă președintă, aceasta nu este o problemă simplă.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987066.mp3	Cu toate acestea, putem face progrese.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987067.mp3	Care este actuala stare de fapt?	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987068.mp3	Sunt pactele de stabilitate credibile sau nu?	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987069.mp3	O mie cinci sute de texte!	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987070.mp3	Realitatea este totuși departe de a fi roz.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987071.mp3	Acest lucru nu este chiar imposibil.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987072.mp3	Suntem mândri de libertatea noastră religioasă.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987079.mp3	Egalitatea trebuie să devină un mod de gândire.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987080.mp3	Alegerile vor fi un test critic.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987081.mp3	Nu trebuie să uităm care este obiectivul propunerii.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987082.mp3	Mi-am mai luat viză, pentru că am auzit că ar trebui.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987083.mp3	Acest lucru ne sugrumă, ceea ce este trist.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987084.mp3	Susțin să continuăm pe această cale.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987085.mp3	Permiteți-mi să fac trei comentarii suplimentare.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987086.mp3	Numai atunci se pot deschide capitole politice.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987087.mp3	Să faci politică din dezastrele...	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987088.mp3	Acest lucru este fundamental pentru democraţie.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987091.mp3	Acest lucru ar economisi o sumă considerabilă.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987092.mp3	Dacă îl scumpim, nu îl facem mai eficient.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987093.mp3	Ele nu aveau ce să caute în sala de nașteri.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987094.mp3	Din bani o să luăm tot rechizite.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987095.mp3	Ceea ce vrem să obţinem este solidaritatea totală.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987102.mp3	Nu există o precauţie de buzunar.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987104.mp3	Vâlcea nu au avut deloc parte de un meci liniștit.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987106.mp3	Astfel, am realizat un program mult mai interesant.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987108.mp3	Permiteți-mi să mă refer acum la subiectul inovării.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987109.mp3	Aderaţi la această zonă pe propriul risc.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987121.mp3	Vă rog să verificaţi acest lucru.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987122.mp3	Cele două exerciţii sunt diferite, dar complementare.	0	0	twenties	male	Bucharest	ro	
1944b19c27194adb2c0589d79dd19db5b1856973afe830f317ad99e5ea42363ad10b0739178f82f2f26fd92ae10ca89e05b4c006267fd44735680191ccf34ff2	common_voice_ro_34987123.mp3	A fost un proces foarte incluziv.	0	0	twenties	male	Bucharest	ro	
